sample,fold,panel,spotset,caliber,n_spots,n_genes,med_r_trainfit,mean_r_trainfit,med_r_cv,mean_r_cv
INT16,5,hest_var50,all,log1p_raw,3206,50,0.2971180408248403,0.2969062781107601,0.29564211807773677,0.294231167492479
INT19,5,hest_var50,all,cp10k_panel,4948,50,0.2860150418363384,0.29180620504870247,0.2849495301566637,0.2905453852007942
INT18,5,hest_var50,all,cp10k_panel,4915,50,0.37614040639779645,0.3917124808540388,0.3752663562670889,0.39042713543282276
INT17,5,hest_var50,all,cp10k_panel,3585,50,0.23630485385470562,0.25297845660127677,0.23423513955790537,0.2509000803329778
INT16,5,hest_var50,all,cp10k_panel,3206,50,0.20192089378532418,0.18645391549371254,0.19867268457346615,0.18114567546290838
INT19,5,hest_var50,all,cp10k_full,4948,50,0.17275771010096758,0.16322999649036818,0.1712787083134369,0.178217315765752
INT18,5,hest_var50,all,cp10k_full,4915,50,0.19433538656250204,0.19125560309221418,0.19363374589856186,0.20679218663427534
INT17,5,hest_var50,all,cp10k_full,3585,50,0.14628722470923194,0.14050824225816566,0.1442791178492171,0.1486726345734651
INT16,5,hest_var50,all,cp10k_full,3206,50,0.09497987530265999,0.09637908569196126,0.09315683062850108,0.10067719438724708
INT19,5,trainHVG50,all,log1p_raw,4948,50,0.33435636446064376,0.3419634012217044,0.3327202578434232,0.34079668293023063
INT18,5,trainHVG50,all,log1p_raw,4915,50,0.5076680536055083,0.542937768865709,0.5073451950572705,0.5424021908703756
INT17,5,trainHVG50,all,log1p_raw,3585,50,0.28823898290634103,0.31457949835865506,0.2867815928865919,0.31249784982053747
INT16,5,trainHVG50,all,log1p_raw,3206,50,0.3065665929230026,0.3297095730259745,0.30523377025274323,0.32727855108875814
INT19,5,trainHVG50,all,cp10k_panel,4948,50,0.2790214905110387,0.2874654993915827,0.2783063099740442,0.2860774366833071
INT18,5,trainHVG50,all,cp10k_panel,4915,50,0.4103089166262056,0.41780186130593866,0.4096698414008363,0.41674740293040224
INT17,5,trainHVG50,all,cp10k_panel,3585,50,0.24397971776778127,0.26034094051803075,0.23976436137719065,0.2582864362808291
INT16,5,trainHVG50,all,cp10k_panel,3206,50,0.2094711809936068,0.20849478341646432,0.2070298854445928,0.20420344167381518
INT19,5,trainHVG50,all,cp10k_full,4948,50,0.17092666592906303,0.15653939023336083,0.17174236798808135,0.17787649302886377
INT18,5,trainHVG50,all,cp10k_full,4915,50,0.20496773194661946,0.21106546731536194,0.213900975147094,0.23270023731640507
INT17,5,trainHVG50,all,cp10k_full,3585,50,0.15209263414321392,0.14778961258235151,0.15803420901197823,0.16151990143437422
INT16,5,trainHVG50,all,cp10k_full,3206,50,0.09682843458870877,0.09807940793127043,0.09168547041227103,0.11473162173107215
INT19,5,trainHVG737,all,log1p_raw,4948,737,0.37075181894702314,0.39345813993033824,0.3695353622256978,0.39241329999212055
INT18,5,trainHVG737,all,log1p_raw,4915,737,0.5696905893655843,0.5808263129767687,0.5688238301724449,0.5803216254148948
INT17,5,trainHVG737,all,log1p_raw,3585,737,0.3520317386690519,0.36596407426031385,0.3511350428079073,0.36438631673119476
INT16,5,trainHVG737,all,log1p_raw,3206,737,0.34180262595559757,0.3620490014046414,0.34032457023687784,0.3599713914303457
INT19,5,trainHVG737,all,cp10k_panel,4948,737,0.2548821315169093,0.2640383091557235,0.25356420620363374,0.26357241088354577
INT18,5,trainHVG737,all,cp10k_panel,4915,737,0.35290987994544737,0.34699827108234615,0.35150516251791136,0.348527545264295
INT17,5,trainHVG737,all,cp10k_panel,3585,737,0.24760631560155472,0.25131140916213585,0.2465694525726298,0.2520932572621237
INT16,5,trainHVG737,all,cp10k_panel,3206,737,0.1776932057666914,0.16836928971610796,0.17580755529568723,0.17188069545424306
INT19,5,trainHVG737,all,cp10k_full,4948,737,0.18336351307068208,0.1896805995375709,0.182571933392566,0.19207167308509715
INT18,5,trainHVG737,all,cp10k_full,4915,737,0.2457712846422946,0.2397433824931162,0.24523676158446187,0.2477139176826015
INT17,5,trainHVG737,all,cp10k_full,3585,737,0.182341431672118,0.1809755065887427,0.18053018581316388,0.1863692974390178
INT16,5,trainHVG737,all,cp10k_full,3206,737,0.1180158383598959,0.11764284941487113,0.11647380150579835,0.12509863913289895
