section,patient,n_spots,r_full,r_full_floor,r_full_ci_lo,r_full_ci_hi,dg,dg_floor,dg_ci_lo,dg_ci_hi,crg,crg_floor,crg_ci_lo,crg_ci_hi,drg,drg_floor,drg_ci_lo,drg_ci_hi,drg_observed,drg_observed_floor,drg_observed_ci_lo,drg_observed_ci_hi,drg_above_floor,n_genes
A1,A,345,0.03113059616140832,0.018860065927543464,0.021608250589280054,0.060695972239376055,0.030402156433849546,0.019280079784408835,0.013835069622830917,0.04576295390400511,-0.0010328535341254913,0.015487444293743505,-0.013408540877827859,0.02520930729060597,0.0036962749239866388,0.016209163189042138,-0.010454472804657897,0.02649664804928029,0.0036962749239866388,0.016209163189042138,,,False,100
B1,B,293,0.1050942211494913,0.13216184058871192,0.06837850445107921,0.15016778043788923,-0.029404694210509855,0.05222449600470797,-0.0497796755906179,-0.003222985519111103,0.04346173306736008,0.08845513833185724,0.011893007021560523,0.07564350691332097,-0.0027506845255285527,0.025479437604982925,-0.022349682193709405,0.017490294288027612,-0.0027506845255285527,0.025479437604982925,,,False,100
C1,C,174,0.108632387934605,0.049096404957569846,0.062397216003612706,0.1459242773257654,0.028786233482072175,0.03422204810082617,-0.008842348399408314,0.058927589951563164,0.08627916134644983,0.038238296887990075,0.06678194722238887,0.1306660659159325,0.0513171144941873,0.03708324145379038,0.020023302433282115,0.07432146687646454,0.0513171144941873,0.03708324145379038,,,False,100
