section,patient,n_spots,n_eval,r_model,depth_null,depth_1d,cross_null,oracle_null,depth_comp_null,r_nbr,dg,crg,drg,drg_observed,moran,smooth_delta,sd_loglib,depth_r_of_pred
A1,A,345,345,0.03113059616140832,0.17438964355801773,,0.12287575987564928,0.22884476507002854,0.22082274534354734,0.13587041646907438,0.030402156433849546,-0.0010328535341254913,0.0036962749239866388,0.0036962749239866388,0.08186204157074567,0.011544153379699947,0.5252429789915893,
B1,B,293,293,0.1050942211494913,0.41352514782746286,,0.24506367770809212,0.30266758180148323,0.4315779475049796,0.32013094135345377,-0.029404694210509855,0.04346173306736008,-0.0027506845255285527,-0.0027506845255285527,0.1784974158510209,0.08961573494397171,1.2562808513707187,
C1,C,174,174,0.108632387934605,0.3028816746100501,,0.10183842589787073,0.23965359085160415,0.31689777253883206,0.20200861810993975,0.028786233482072175,0.08627916134644983,0.0513171144941873,0.0513171144941873,0.1220582555368595,0.020527325999588453,0.8201431727051485,
