section,gene,n_spot,r_full,dg,crg,drg
C1,PHB,174,0.25705785830971956,-0.022906657181434833,0.11367591985062073,-0.004988106847440922
C1,PLD3,174,0.2744566421587637,0.2761886369825373,0.2595043771226379,0.2563686521750094
C1,PLXNB2,174,0.27514015988584717,-0.0464859388154868,0.1623345950555847,-0.04762790289023141
C1,PPDPF,174,-0.17922543689281983,0.05273035294732641,-0.1921716490145183,-0.039531155571126304
C1,PRDX1,174,0.4762366704490738,0.038311996524084936,0.4291693226287389,0.10503426732796467
C1,PRRC2A,174,0.0005700304078285329,0.0394273600181002,-0.002793106455424568,0.03432440256058004
C1,PSMB3,174,0.42451668210108306,0.11298306604133783,0.3185350934478402,0.1293970381365902
C1,PTMS,174,-0.050845662720332085,0.04171660737950449,-0.06189199656715757,0.006807289026958284
C1,PTPRF,174,0.38381437594162937,0.12558162371594858,0.30694257080576776,0.1408444593220808
C1,RAD9A,174,-0.23118720078937735,-0.1234957889247487,-0.21827220079806858,-0.13339092140786107
C1,RALY,174,0.12963143751875086,0.052076137402470364,0.11965770286038974,0.06971482835608925
C1,RRBP1,174,0.014872477622619125,0.06157472901116482,0.03404283429499621,0.06936691251431308
C1,S100A6,174,-0.050797791221973136,-0.05031627100217302,-0.04051226848937709,-0.04226926194704725
C1,SCAND1,174,-0.13810347485739105,-0.19696981029793417,-0.1636560524394618,-0.16478063130169038
C1,SEC61A1,174,0.024888255543459192,-0.037016458116240575,-0.021793212728840126,-0.05561509074930368
C1,SEPW1,174,0.3295452567176775,0.08363231432433103,0.24490577293412963,0.0819105742790226
C1,SLC25A6,174,0.16436473944290603,0.10393509272763402,0.07575857198134547,0.0698216887354953
C1,SLC2A4RG,174,0.1160061428176723,-0.08147728148860507,0.04042128604416871,-0.025857242422644287
C1,SPDEF,174,0.22445828381638006,-0.06346257758442202,0.20373046547547835,0.03308592309058755
C1,SPINT2,174,0.4582778807056102,0.1541264644843155,0.35625091735670544,0.1612070676580947
C1,SSR4,174,0.023648197768923747,-0.018522893668630146,0.0326860209260474,-0.010495123223672968
