sample,panel,caliber,sd_loglib,pred_r_her2stfit,obs_med_r,resid,extrapolated
TENX118,hest_var50,cp10k_panel,2.4638817727310807,0.737654537099548,0.6113074317920837,-0.1263471053074643,1
TENX118,hest_var50,log1p_raw,2.4638817727310807,0.737654537099548,0.6977007502738443,-0.03995378682570372,1
TENX118,shared259,cp10k_panel,2.4638817727310807,0.737654537099548,0.5937521526279821,-0.1439023844715659,1
TENX118,shared259,log1p_raw,2.4638817727310807,0.737654537099548,0.7052075922090962,-0.032446944890451745,1
TENX141,hest_var50,cp10k_panel,2.402491896504172,0.7200138273306481,0.5859527679563981,-0.13406105937425006,1
TENX141,hest_var50,log1p_raw,2.402491896504172,0.7200138273306481,0.67664279945738,-0.043371027873268075,1
TENX141,shared259,cp10k_panel,2.402491896504172,0.7200138273306481,0.5444572392460157,-0.17555658808463237,1
TENX141,shared259,log1p_raw,2.402491896504172,0.7200138273306481,0.6864798802811313,-0.03353394704951684,1
