sample,panel,spotset,caliber,rtech_med_mine,rtech_med_stnull,rtech_q25,rtech_q75,rnbr_med,rnbr_mean,method
MEND145,trainHVG737,all,log1p_raw,0.6994089361194966,0.6995471318863745,0.6165058614838942,0.8053210625508193,0.5419464296187398,0.5660709021587348,split_half_full
MEND145,trainHVG737,all,cp10k_panel,0.5102361910725461,0.5093360501831773,0.43914303971869867,0.611302448407939,0.2658968037425828,0.3007720620506203,split_half_full
MEND145,trainHVG737,all,cp10k_full,0.46102332556625325,0.459456617803547,0.38521617777748435,0.5729451752198212,0.2110484774242958,0.2528246179750228,split_half_full
MEND146,trainHVG737,all,log1p_raw,0.6059107912628297,0.6065775725990703,0.5027659155620298,0.7352246127347282,0.3971463454508702,0.4274628899797427,split_half_full
MEND146,trainHVG737,all,cp10k_panel,0.40648341268435184,0.40293423465187467,0.3334021541667096,0.5196051064205509,0.1603745896090343,0.20910808781414433,split_half_full
MEND146,trainHVG737,all,cp10k_full,0.38313415803046763,0.3815093540756536,0.3073711965975111,0.5030473736321511,0.14060893107847972,0.1949380805248282,split_half_full
MEND147,trainHVG737,all,log1p_raw,0.5845359867591325,0.5868562408547031,0.49372173224454,0.7115918071203171,0.32041100645346304,0.35873294406902434,split_half_full
MEND147,trainHVG737,all,cp10k_panel,0.42559196123241944,0.42720580585988394,0.3556311560327285,0.5395337248667038,0.1786471820352361,0.20971048549930998,split_half_full
MEND147,trainHVG737,all,cp10k_full,0.393173718707807,0.39227099830966256,0.3197583259531152,0.5066653762925659,0.15308175318403633,0.1908698181995824,split_half_full
MEND148,trainHVG737,all,log1p_raw,0.5695513017657144,0.5674692832096613,0.4593816730930407,0.7007343389756161,0.30519096843794075,0.33800322095965163,split_half_full
MEND148,trainHVG737,all,cp10k_panel,0.3875458530183005,0.38536123116017995,0.2980643477247433,0.48692074828350246,0.12627828588251458,0.1560780629112812,split_half_full
MEND148,trainHVG737,all,cp10k_full,0.35274507071579075,0.35371667981913596,0.2682080864813632,0.45309384103204736,0.09652181127553176,0.12998512014537283,split_half_full
MEND149,trainHVG737,all,log1p_raw,0.6043612113712336,0.606398383606452,0.5046720339651354,0.7437533490599165,0.33401998316901216,0.372543387860925,split_half_full
MEND149,trainHVG737,all,cp10k_panel,0.4267330041560812,0.4262936934534851,0.34824533321918283,0.5416129157135628,0.13473336242482886,0.1845008063225263,split_half_full
MEND149,trainHVG737,all,cp10k_full,0.40394795693132685,0.4047180782851309,0.3265200688874515,0.532009773109735,0.12269958015706153,0.18270040499484888,split_half_full
MEND150,trainHVG737,all,log1p_raw,0.7131275418289106,0.7123206089651473,0.6240263732932109,0.8286099403736399,0.4470152108134844,0.4641038893033718,split_half_full
MEND150,trainHVG737,all,cp10k_panel,0.5165202527339462,0.5142399300081163,0.4223262669296824,0.615961984091098,0.21332200788967906,0.24276494783093544,split_half_full
MEND150,trainHVG737,all,cp10k_full,0.4847237207281279,0.4818715087537724,0.38631317438477447,0.6110603630172596,0.1923890146011744,0.23572816013706435,split_half_full
MEND151,trainHVG737,all,log1p_raw,0.5935799874175491,0.5953744595081031,0.4939914704113469,0.7365938947236758,0.2886124840872508,0.3220630223066081,split_half_full
MEND151,trainHVG737,all,cp10k_panel,0.42943587904331193,0.4286081388843341,0.3385020044690263,0.5560254365512423,0.13947550837877548,0.16886062059850396,split_half_full
MEND151,trainHVG737,all,cp10k_full,0.40363029425542035,0.40476550184312293,0.31368448673609567,0.5430568668879983,0.12743174252184697,0.1683461175042062,split_half_full
MEND152,trainHVG737,all,log1p_raw,0.5418498537122428,0.5409483273580256,0.44043658997500384,0.6789010199254157,0.3443421887935289,0.3805388395199717,split_half_full
MEND152,trainHVG737,all,cp10k_panel,0.3933716200080122,0.39165515206263757,0.32087427451999706,0.5058076853246345,0.16533575489905616,0.19599138483174086,split_half_full
MEND152,trainHVG737,all,cp10k_full,0.3655573379888932,0.36230007676804216,0.28895718615909577,0.4759870545286672,0.13567893445361665,0.17623156625091707,split_half_full
MEND153,trainHVG737,all,log1p_raw,0.6313158915341528,0.63078384863205,0.5124548303172577,0.7671978412381482,0.36347856688628677,0.40113177183341076,split_half_full
MEND153,trainHVG737,all,cp10k_panel,0.4670559792081732,0.46646697840841117,0.3813630826470591,0.6087448980852402,0.22588954424948138,0.27030100349875297,split_half_full
MEND153,trainHVG737,all,cp10k_full,0.43272572286364597,0.4319420975957244,0.3429159702364012,0.5785649798206651,0.19578517364880493,0.24131910005665103,split_half_full
MEND154,trainHVG737,all,log1p_raw,0.8069570015976971,0.8059387792186888,0.719259349473171,0.8840699882996634,0.5352846708983503,0.53906282123951,split_half_full
MEND154,trainHVG737,all,cp10k_panel,0.5943552728616298,0.5955996606922553,0.5016229319446237,0.7034409770267139,0.3089709074156526,0.353020236608444,split_half_full
MEND154,trainHVG737,all,cp10k_full,0.5627159063437004,0.5632196813138062,0.4652786506265755,0.6925490783142526,0.2776148152964042,0.329985318135223,split_half_full
MEND156,trainHVG737,all,log1p_raw,0.8660209249555565,0.8668864241840759,0.7514854438205328,0.9334220110352109,0.7430444607964192,0.7129405924377079,split_half_full
MEND156,trainHVG737,all,cp10k_panel,0.7105718883461186,0.7116662662123977,0.6084294330770246,0.8106499427611032,0.5581292833483614,0.5660308502438258,split_half_full
MEND156,trainHVG737,all,cp10k_full,0.6838197748369619,0.6854265782667003,0.5829834620130585,0.7985648444075035,0.5147975285313369,0.5287203696973525,split_half_full
MEND157,trainHVG737,all,log1p_raw,0.8210512598519478,0.8214302897130216,0.7201533651689369,0.8953428501645094,0.5812181459363964,0.574366178730022,split_half_full
MEND157,trainHVG737,all,cp10k_panel,0.6173545925542876,0.6174154098196828,0.5250945587134432,0.7252459960245448,0.36796282789812434,0.4017049572629529,split_half_full
MEND157,trainHVG737,all,cp10k_full,0.58593712696139,0.5861037061156441,0.49895859751861316,0.7134511629402172,0.3323725764729393,0.37383101237672234,split_half_full
MEND158,trainHVG737,all,log1p_raw,0.7555566992556499,0.754177050976113,0.6316935442092899,0.8548806420644769,0.5740403334971865,0.5677966440042589,split_half_full
MEND158,trainHVG737,all,cp10k_panel,0.6144083325764205,0.6140423664950737,0.5032816090437383,0.7242864267068696,0.3992577013949407,0.41860143638842473,split_half_full
MEND158,trainHVG737,all,cp10k_full,0.5847394286800573,0.5848706452472036,0.475888921761759,0.7003461900718932,0.36268590348941043,0.38757263500925565,split_half_full
MEND159,trainHVG737,all,log1p_raw,0.6634187978216416,0.6639310241880924,0.5345673466306674,0.7872366860153722,0.4049762112270541,0.42134356236923465,split_half_full
MEND159,trainHVG737,all,cp10k_panel,0.45589463476542047,0.45388852208570785,0.36494805678580944,0.5873292823333217,0.19832239569730414,0.25389152644950674,split_half_full
MEND159,trainHVG737,all,cp10k_full,0.4169837878659305,0.41331763467447696,0.32995340723177685,0.5473391682166623,0.16235998679052016,0.22504359490392636,split_half_full
MEND160,trainHVG737,all,log1p_raw,0.6208210395352861,0.6184657191808131,0.5057946391217256,0.7515360529467734,0.33217186021712525,0.3739680769425089,split_half_full
MEND160,trainHVG737,all,cp10k_panel,0.4775810825549884,0.476074769818496,0.38865240150848285,0.5947094508272851,0.21773142212984417,0.2771686807037635,split_half_full
MEND160,trainHVG737,all,cp10k_full,0.45133111630437245,0.450991208881492,0.3687299751037858,0.5790632841721577,0.19650889759896986,0.2618939647587753,split_half_full
MEND161,trainHVG737,all,log1p_raw,0.8502857827245333,0.850597046287399,0.7554249251442201,0.9194639318448773,0.641273367535697,0.6330826878645507,split_half_full
MEND161,trainHVG737,all,cp10k_panel,0.6980808889873678,0.6966402390132828,0.5964216063249485,0.7967370369180995,0.4933859914197027,0.4998210081892089,split_half_full
MEND161,trainHVG737,all,cp10k_full,0.664437287688238,0.6628338936459297,0.5584427187574327,0.7712061336995722,0.4331210103327989,0.44697188158596013,split_half_full
MEND162,trainHVG737,all,log1p_raw,0.6914429100370199,0.6903136958466219,0.601459043666942,0.7855172859407272,0.5062301629186925,0.5254459742014106,split_half_full
MEND162,trainHVG737,all,cp10k_panel,0.5074929153667403,0.5071760641000781,0.42493887471145325,0.5943626291801452,0.27622770286273507,0.2939354377834919,split_half_full
MEND162,trainHVG737,all,cp10k_full,0.46533025152060614,0.4638577209387687,0.3794024132625804,0.5588109930552344,0.2258711822500915,0.2532633285393205,split_half_full
