panel,caliber,mean_r_foldavg,med_r_foldavg
hest_var50,cp10k_full,0.34647239612774056,0.34030890280150294
hest_var50,cp10k_panel,0.44011586931149865,0.44133587948260994
hest_var50,log1p_raw,0.5400743503885413,0.5369965939245682
trainHVG50,cp10k_full,0.26358822104636054,0.2866541455772936
trainHVG50,cp10k_panel,0.36617534953778236,0.38411481550107734
trainHVG50,log1p_raw,0.4651117377463083,0.46570747075314417
trainHVG737,cp10k_full,0.30862771812774553,0.3074580716003177
trainHVG737,cp10k_panel,0.34363081475322343,0.34790936949377416
trainHVG737,log1p_raw,0.5252471483512771,0.5158253529251225
