tag,section,patient,model,n_labeled,r_full,dg,crg,drg,drg_ci_lo,drg_ci_hi,perm_max,perm_p95,g4_pass
phikon_cat,F1,F,LAB|full_oracle,659,0.01777433936093789,0.019366319704020113,0.007092656336923174,0.00940338516544472,,,,,
phikon_cat,F1,F,LAB|delta_oracle,659,0.0018665648191109755,0.005029924727389177,0.004466812167145262,0.009403385165444159,,,,,
phikon_cat,F1,F,LAB|comp_oracle,659,0.014012639623387783,0.014380304061608607,,,,,,,
phikon_cat,F1,F,LAB|dc_image,659,0.022792146955420957,0.024703803149316257,0.01575484017372179,0.01581139500923982,,,,,
phikon_cat,F1,F,LAB|full_image,659,0.02733118200900991,0.025317159897135306,0.01835122879979691,0.014410021054880174,,,,,
phikon_cat,F1,F,LAB|delta_image,659,0.0040963832066350375,0.0003994429313228618,0.004148279388049861,0.0032534074683845168,,,,,
phikon_cat,F1,F,LAB|comp_image,659,0.020019783342136322,0.024703803149316018,0.011549491469325582,0.01581139500923955,,,,,
phikon_cat,F1,F,LAB|ridge_naive_labrows,659,0.016632854089701114,0.03197956841506682,0.01371848654982737,0.027331191316704785,,,,,
phikon_cat,G2,G,depth,402,0.19477808894959314,,0.11587337156603442,,,,,,
phikon_cat,G2,G,dc_image,402,0.15466007404439544,0.04648480701347468,0.08348016146875623,0.020299182774223223,,,,,
phikon_cat,G2,G,full_image,402,0.17457050752338701,0.074128612267376,0.10243915460469864,0.051298924428141435,0.04534764920096231,0.06399844920745063,0.010315237345929274,0.006554440312806247,True
phikon_cat,G2,G,delta_image,402,0.00916172148931843,0.022140350169305812,0.0205817054332903,0.030584667605778822,0.02161742550336444,0.04106685775602761,0.018187223574355843,0.008404394718060076,False
phikon_cat,G2,G,comp_image,402,0.04856059496308624,0.046484807013474044,0.010752222348116255,0.02029918277422358,,,,,
phikon_cat,G2,G,dc_nmf,402,0.14060057696331774,0.030264152656870016,0.08636150125084627,0.027084380464441147,,,,,
phikon_cat,G2,G,full_nmf,402,0.13455927256597125,0.06977926568360991,0.07875103951805157,0.053696528587635815,,,,,
phikon_cat,G2,G,delta_nmf,402,0.014848040463961739,0.04862760739978918,0.007672764278752431,0.030463937109719577,0.023973829876637785,0.04283127240777537,0.013211228733075134,0.00689550817451341,False
phikon_cat,G2,G,comp_nmf,402,-0.060264689893860544,0.030264152656870224,-0.02179374673469039,0.02708438046444067,,,,,
phikon_cat,G2,G,ridge_naive,402,0.2027409375212906,0.06045313111102202,0.1173994145275538,0.03867109655927635,0.03107114268934974,0.04740319942036253,0.01111162241798927,0.007407171515092588,False
phikon_cat,G2,G,LAB|depth,402,0.19126546908336578,,0.11392119498639229,,,,,,
phikon_cat,G2,G,LAB|dc_oracle,402,0.16888580374999418,0.049534637741342584,0.1139211949863922,,,,,,
phikon_cat,G2,G,LAB|full_oracle,402,0.14766015712939892,0.05210315680145631,0.09517168561502776,0.034356731676198,,,,,
phikon_cat,G2,G,LAB|delta_oracle,402,-0.030656410130889523,0.00649665930116459,0.05043660364365149,0.03435673167619844,,,,,
phikon_cat,G2,G,LAB|comp_oracle,402,0.11581104781166507,0.049534637741342605,,,,,,,
phikon_cat,G2,G,LAB|dc_image,402,0.14355581366487916,0.04928455156756709,0.07441493647589445,0.026184785634413312,,,,,
phikon_cat,G2,G,LAB|full_image,402,0.1356807033448246,0.057055220715348486,0.0778423035364623,0.038058009532706195,,,,,
phikon_cat,G2,G,LAB|delta_image,402,-0.024230261888569617,0.0026046787358846345,0.0018447599672907881,0.011125980461855988,,,,,
phikon_cat,G2,G,LAB|comp_image,402,0.07359197813242713,0.049284551567567225,0.025497758073092226,0.026184785634414696,,,,,
phikon_cat,G2,G,LAB|ridge_naive_labrows,402,0.2027409375212906,0.06045313111102202,0.1173994145275538,0.03867109655927635,,,,,
phikon_cat,H1,H,depth,530,-0.14842916380585316,,-0.042439673938817486,,,,,,
phikon_cat,H1,H,dc_image,530,0.10716767839681615,0.05721486924713303,0.04180874782727395,0.0389506503347653,,,,,
phikon_cat,H1,H,full_image,530,0.12198492049785845,0.05182937197952323,0.044440636124692366,0.03552929174539834,0.028257847156180176,0.04611134821855847,0.010318510614480247,0.00564606238043704,False
phikon_cat,H1,H,delta_image,530,0.00859600980067653,-0.008352173872316512,0.009946361426228395,0.002285745276681762,-0.004829447907942238,0.012007490507241803,0.0106453708123374,0.00721788275423094,False
phikon_cat,H1,H,comp_image,530,0.15725188967304568,0.05721486924713324,0.06157936828508016,0.03895065033476631,,,,,
phikon_cat,H1,H,dc_nmf,530,0.06552086546965734,0.026456228950651434,0.016921803080944164,0.015521328261921442,,,,,
phikon_cat,H1,H,full_nmf,530,0.11829465962246927,0.044954322837004686,0.04446930454312657,0.03153039543632781,,,,,
phikon_cat,H1,H,delta_nmf,530,0.0646470844990113,0.02390863531450421,0.025220370787532125,0.017969733988881274,0.008340798826238935,0.03064397910683073,0.016201366072260713,0.007515247667861234,False
phikon_cat,H1,H,comp_nmf,530,0.13262582288023816,0.026456228950651528,0.0336696767267691,0.015521328261921272,,,,,
phikon_cat,H1,H,ridge_naive,530,0.16037986473770574,0.04267706218113242,0.05482615691380419,0.02698379911110742,0.01961459105568118,0.038236728248869076,0.015274168113357755,0.006061378450151769,False
phikon_cat,H1,H,LAB|depth,530,-0.1427496297800018,,-0.042207817623941546,,,,,,
phikon_cat,H1,H,LAB|dc_oracle,530,0.013621974827214436,0.038996892271035234,-0.04220781762394024,,,,,,
phikon_cat,H1,H,LAB|full_oracle,530,0.11823521701164781,0.053391687372490795,0.03926378411769222,0.02892932492438417,,,,,
phikon_cat,H1,H,LAB|delta_oracle,530,0.11495473404063543,0.014794497299126018,0.05173280818383819,0.028929324924383465,,,,,
phikon_cat,H1,H,LAB|comp_oracle,530,0.09835900164499937,0.03899689227103535,,,,,,,
phikon_cat,H1,H,LAB|dc_image,530,0.07064499148808259,0.04216972487673064,0.02071555953139337,0.020673954838403452,,,,,
phikon_cat,H1,H,LAB|full_image,530,0.11226919294985449,0.04326045614426406,0.03729885423299806,0.026301487817627197,,,,,
phikon_cat,H1,H,LAB|delta_image,530,0.0395272618349241,0.0007771147078611085,0.015386929974125682,0.0033414366298766766,,,,,
phikon_cat,H1,H,LAB|comp_image,530,0.13669474448368107,0.042169724876730846,0.042333650589887695,0.020673954838403605,,,,,
phikon_cat,H1,H,LAB|ridge_naive_labrows,530,0.16037986473770574,0.04267706218113242,0.05482615691380419,0.02698379911110742,,,,,
