section,patient,r_full_lab_med_R,dg_lab_med_R,crg_lab_med_R,drg_lab_med_R,drg_ci_lo_R,drg_ci_hi_R,perm_max_R,g4_pass_max_R,r_full_lab_med_P,dg_lab_med_P,crg_lab_med_P,drg_lab_med_P,drg_ci_lo_P,drg_ci_hi_P,perm_max_P,g4_pass_max_P
A1,A,0.0436004677990891,0.0110866018290303,0.0098039969535452,0.0055799261569868,-0.0042420343221263,0.0194063089160281,0.0139436668539089,False,0.0611324654268961,0.0325820190243331,0.032637919192624,0.0152831050453419,0.0072356760769736,0.0292506774065434,0.012533328601334,False
B1,B,0.210487837757659,-0.0082749894631871,0.0722889827390053,0.0032291828412624,-0.0051026264050962,0.0151969724331048,0.0194169669574705,False,0.2234645369219562,0.026695109533182,0.0812864904479356,0.0298428781203502,0.013036568160199,0.0432061513028239,0.0252151774281499,False
C1,C,0.1880987700872466,0.0317114219619042,0.1367561375536969,0.0325867250602731,0.0184305278859046,0.0528004353422794,0.0248538915009139,False,0.2349135821798108,0.0632886706695095,0.179482644444037,0.0674617211830911,0.0539606771884212,0.086599658766047,0.0250285232454829,True
D1,D,0.1058586460199269,0.0436701276593148,0.0749027657161595,0.0387187203871923,0.0259752643797921,0.0516362597164513,0.0169142697270049,False,0.1408361193508761,0.082579580420643,0.0973144338607158,0.0669134568594025,0.0560881246756082,0.0822282247267258,0.0187047599863442,True
E1,E,0.0187208737863381,0.0288791190853554,0.0103733807545972,0.0201842692154792,0.0126279233980988,0.0289140043233503,0.0094837961195352,False,0.0173818953303246,0.043806570947539,0.0041888850070643,0.0252595306859952,0.0194782023717992,0.036034657267664,0.0088959670689756,False
F1,F,0.0156979551886056,0.0242392462241586,0.0150405892271831,0.0205186626651315,0.0187755729237489,0.0301687435357337,0.0073283923302392,False,0.0188349368955619,0.0326537152768881,0.0174651965445239,0.0291396857821224,0.0240837736130819,0.0346517438009113,0.007570309705379,False
G2,G,0.1515125912054512,0.028651639746717,0.0774257132748622,0.0143972507742613,0.003739208330101,0.0222325168152389,0.0132946415693076,False,0.1852216835738904,0.0489782063120922,0.1066734593174192,0.0304898083597307,0.0236717567216746,0.0395179447885808,0.0110228433332462,False
H1,H,0.133372157392666,0.0119035005092443,0.0355649993806683,0.0100788419485355,0.0071836617345312,0.0204342193402781,0.0082341338098364,False,0.1496092429431261,0.028240526900018,0.0508255021537084,0.0216816982287922,0.0129208866771329,0.0318770116693761,0.0131503279461177,False
