section,gene,r_tech,r_nbr
A1,CFD,0.8058084110549697,0.010983514302236104
A1,CCL5,0.8013706863638113,0.26718640904972646
A1,NDUFS8,0.8170476071070081,-0.05042288467325065
A1,SLC16A3,0.7671632755282487,0.11551217612794751
A1,ARID5A,0.8125190259978078,0.2756009502229124
A1,HMG20B,0.7808241542365363,0.06039521799820565
A1,MYDGF,0.7483150404961322,0.04324827375385918
A1,RACK1,0.7896912181214475,0.1672318160230779
A1,NR2F6,0.7583179035622406,0.017415145795445383
A1,STUB1,0.7901871583430428,-0.08175055544732476
A1,CTGF,0.7675305918146313,0.06375445290282562
A1,ACP5,0.7827090760225494,0.1231662209556063
A1,ANXA6,0.7659966335018686,-0.07251320345727347
A1,PRDX4,0.7751093243322478,0.034310677448981086
A1,COL4A2,0.7743626956237765,0.099099665920408
A1,MRPL28,0.781540976178851,0.2628954060763228
A1,GPX3,0.7900302337259746,0.11878429621592881
A1,ZNHIT1,0.7603745507217928,-0.017515976171840003
A1,CYHR1,0.7653736473798424,0.03109136730523286
A1,FAM89B,0.7940177473375175,0.07227863801796297
A1,NELFB,0.7701985094071563,0.12612586415323693
A1,PLOD1,0.7553211315526619,0.03869754725235733
A1,DDB1,0.7606202095201917,0.0002606686356502432
A1,PKN1,0.7873259143692887,0.15146901172619293
A1,CERS4,0.7417252555598146,0.1986582710974005
A1,LIMD2,0.7712544764567489,0.050190487816698305
A1,COLGALT1,0.7475434993151886,0.20016593874961885
A1,CTSA,0.7909551217312679,-0.10531787398565731
A1,C1QC,0.7857345856417767,0.10087926556356838
A1,TGFB1,0.7695705786498972,0.12576933964318998
A1,CCT7,0.7849625872106837,0.27761023884147806
A1,SAT1,0.789475373135702,0.12340419922039855
A1,CALM2,0.7832294348236427,0.12954106521001854
A1,ORMDL3,0.7601198957808127,0.1935842649684412
A1,EGFL7,0.7646897850860028,0.18889150601103327
A1,RAD23A,0.7736282259270052,0.028616351410284898
A1,SAA1,0.8245756394078615,0.30853037446244125
A1,NUMA1,0.799047053959779,0.1779700313965257
A1,CTBP1,0.7592825582985698,0.1661621352098283
A1,HES4,0.7461892604330468,-0.1084171839189196
