section,gene,cross6,binary,oracle
A1,PLXND1,0.23098509724432117,0.1871209269041548,0.30174818807458287
A1,MFSD12,0.05165417140042471,0.009261055336966082,0.13962494723259677
A1,KDELR2,0.05031651727332944,0.046715796890323576,0.14330386488403551
A1,LASP1,0.04461561700043821,0.03831056469026626,0.07144820907204259
A1,EIF4EBP1,-0.11322207926596646,-0.09450939231117429,0.18767948754030617
A1,MRPL37,0.05566214665652463,0.02701987368557728,0.189929564910932
A1,FLOT2,0.07496718625469645,0.1050358975307401,0.32422951418477525
A1,JUP,0.09890253177335431,0.004060426863928986,0.21483942578707763
A1,HMGA1,-0.09846871954413,-0.14439004096910094,0.17703663603858927
A1,EVL,0.11384635465150897,0.005012337475736551,0.19870037642432145
A1,SERPINF1,0.09264140249436392,0.07862194407672302,0.1392949453696665
A1,MMACHC,0.1736938626191987,0.08425383007742723,0.26010771862601106
A1,COX8A,0.026120162758663232,-0.0614652966440764,0.12612264089033556
A1,HSPA8,0.013052321359353122,-0.03184804786802151,0.12841565803385763
A1,HLA-DRB1,-0.20469586838944878,-0.09803872235373969,0.24366969958719778
A1,DDIT4,0.2957041362079891,0.16447625122607926,0.3042718749720626
A1,SLC44A2,0.08336703199950385,-0.010622134592727586,0.3510807421457001
A1,PSMD8,-0.011876074729459743,-0.10594161949876417,0.3072639815154482
A1,CIB1,-0.07143772186716046,-0.004326778062380106,0.1733538815311334
A1,SNRPB,0.10145026068250787,0.04264077841490663,0.22913516616516616
A1,ARPC4,-0.05916971960274707,-0.07334429668720348,0.0946145510405712
A1,SLC2A4RG,0.05914741916648714,0.014465526482886546,0.11614762562983316
A1,LSM7,0.06927194949190027,0.020475109066998665,0.16930095461999622
A1,SMARCD2,-0.0006681943798941915,-0.009404183171756059,0.10749873551148918
A1,KDELR1,-0.11642445117614318,-0.16411664266351397,0.2308054191110471
A1,CD68,-0.08212547121124185,0.136196141646917,0.16806041077472028
A1,FAM20C,-0.014124493112006871,-0.08706374984630579,0.14565170031383579
A1,UQCR10,0.20614508215484198,0.14212368922278704,0.28308531587272123
A1,EVA1B,0.08262355637277341,0.05800805612281657,0.16441789155440736
A1,DUS1L,0.07415495699355036,0.012015970466301009,0.18164575562288784
A1,PLOD1,0.08544949257218865,-0.00202554077090056,0.1184773305339587
A1,PPDPF,0.14502768476931027,0.2034004389849455,0.2145406286982266
A1,EZR,0.2846358540318087,0.2621543652343188,0.31003026302837694
